IncidentID,EquipmentID,EquipmentName,IncidentDate,IncidentTime,IncidentType,Category,Severity,Description,Location,ReportedBy,Shift,PersonnelInvolved,InjuryType,ImmediateAction,RootCause,CorrectiveAction,Status,DaysLost
INC-00361,ENG001,Cummins Engine,2023-08-19,08:59,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Power House,Shift Incharge,B,4,None,"Equipment isolated, LOTO applied",Environmental Factor,Re-training scheduled,Closed,0
INC-00362,ENG001,Cummins Engine,2024-07-19,12:31,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Power House,Safety Officer,B,2,None,"Area cordoned off, ERT informed",Human Error,Re-training scheduled,Open,0
INC-00363,AC001,Air Compressor,2024-04-25,11:33,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Stockyard,Operator-2,B,5,None,"Equipment isolated, LOTO applied",Inadequate Inspection,Guarding installed,Investigating,0
INC-00364,BF001,Bag Filter,2023-11-01,11:56,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Shift Incharge,A,1,None,"Equipment isolated, LOTO applied",Inadequate Inspection,Frequency of inspection increased,Closed,0
INC-00365,BC001,Belt Conveyor,2023-03-08,03:02,Hand Injury,Safety,High,Worker finger caught in idler,Unit-2,Maintenance Engineer,B,0,None,Spill contained with absorbent,Material Failure,Frequency of inspection increased,Open,0
INC-00366,RK001,Rotary Kiln,2023-10-15,23:13,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Unit-2,Shift Incharge,C,5,None,"First aid administered, ambulance called",Material Failure,Procedure updated,Open,0
INC-00367,VRM001,Vertical Roller Mill,2024-01-05,00:46,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Silo Area,Safety Officer,A,3,None,Spill contained with absorbent,Material Failure,PPE compliance reinforced,Closed,0
INC-00368,RK001,Rotary Kiln,2024-04-30,10:49,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Power House,Operator-1,B,4,None,Fire extinguisher deployed,Human Error,Sensor calibration done,Investigating,0
INC-00369,ENG001,Cummins Engine,2023-03-05,15:04,Exhaust Leak,Safety,Medium,CO detected near engine room,Unit-2,Operator-1,C,4,None,Spill contained with absorbent,Inadequate Inspection,Frequency of inspection increased,Investigating,0
INC-00370,BF001,Bag Filter,2023-09-23,12:43,Confined Space Hazard,Safety,High,Worker entered without gas test,Silo Area,Shift Incharge,B,1,None,"Equipment isolated, LOTO applied",Equipment Aging,Guarding installed,Closed,0
INC-00371,RK001,Rotary Kiln,2024-02-09,23:48,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Unit-1,Safety Officer,C,0,Minor,"Production stopped, supervisor informed",Inadequate Inspection,Re-training scheduled,Investigating,18
INC-00372,AC001,Air Compressor,2023-01-31,20:44,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Power House,Maintenance Engineer,A,2,Minor,"Equipment isolated, LOTO applied",Material Failure,Procedure updated,Investigating,7
INC-00373,BE001,Bucket Elevator,2023-08-19,07:48,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-2,Operator-2,B,3,None,"Production stopped, supervisor informed",Equipment Aging,Procedure updated,Closed,0
INC-00374,JC001,Jaw Crusher,2024-07-15,20:40,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Unit-1,Safety Officer,A,4,None,"Area cordoned off, ERT informed",Material Failure,Guarding installed,Closed,0
INC-00375,ENG001,Cummins Engine,2023-12-13,02:11,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-2,Operator-1,C,0,Minor,"First aid administered, ambulance called",Design Defect,Guarding installed,Closed,8
INC-00376,PU001,Centrifugal Pump,2023-12-11,17:19,Near Miss,Safety,Low,Wrench fell from pump platform,Power House,Operator-2,B,1,None,"Production stopped, supervisor informed",Design Defect,Guarding installed,Investigating,0
INC-00377,BF001,Bag Filter,2024-11-20,14:59,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Stockyard,Maintenance Engineer,C,3,None,"Equipment isolated, LOTO applied",Procedural Lapse,Sensor calibration done,Closed,0
INC-00378,VRM001,Vertical Roller Mill,2024-10-02,18:07,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Power House,Maintenance Engineer,A,2,None,"First aid administered, ambulance called",Inadequate Inspection,PPE compliance reinforced,Closed,0
INC-00379,BF001,Bag Filter,2024-10-29,17:40,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Stockyard,Shift Incharge,B,4,Minor,"Production stopped, supervisor informed",Inadequate Inspection,PPE compliance reinforced,Closed,28
INC-00380,BC001,Belt Conveyor,2023-06-27,07:21,Material Spillage,Environmental,Medium,Material spillage from skirt board,Silo Area,Safety Officer,C,3,None,"Equipment isolated, LOTO applied",Environmental Factor,Frequency of inspection increased,Investigating,0
INC-00381,ENG001,Cummins Engine,2024-08-07,06:34,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Power House,Operator-2,B,0,None,Spill contained with absorbent,Design Defect,Guarding installed,Investigating,0
INC-00382,JC001,Jaw Crusher,2024-12-16,00:16,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Stockyard,Shift Incharge,C,3,Minor,"Equipment isolated, LOTO applied",Equipment Aging,PPE compliance reinforced,Closed,29
INC-00383,AC001,Air Compressor,2024-06-22,01:54,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Unit-2,Safety Officer,C,3,Major,"Equipment isolated, LOTO applied",Human Error,Sensor calibration done,Investigating,4
INC-00384,BE001,Bucket Elevator,2024-04-07,17:24,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-1,Shift Incharge,C,1,Minor,"First aid administered, ambulance called",Environmental Factor,Guarding installed,Investigating,21
INC-00385,PU001,Centrifugal Pump,2023-10-01,22:02,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-2,Operator-2,C,1,None,Spill contained with absorbent,Procedural Lapse,Sensor calibration done,Closed,0
INC-00386,BF001,Bag Filter,2024-01-16,14:14,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Operator-1,A,1,None,Fire extinguisher deployed,Inadequate Inspection,Re-training scheduled,Investigating,0
INC-00387,PU001,Centrifugal Pump,2024-09-11,18:56,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-1,Operator-2,A,5,None,"Production stopped, supervisor informed",Procedural Lapse,Frequency of inspection increased,Investigating,0
INC-00388,BE001,Bucket Elevator,2024-06-14,10:18,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Unit-1,Operator-2,A,0,None,"Area cordoned off, ERT informed",Procedural Lapse,Frequency of inspection increased,Investigating,0
INC-00389,PU001,Centrifugal Pump,2024-08-01,14:59,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Power House,Operator-2,A,5,None,Spill contained with absorbent,Inadequate Inspection,PPE compliance reinforced,Closed,0
INC-00390,BE001,Bucket Elevator,2024-03-27,12:44,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Power House,Safety Officer,A,0,None,"Area cordoned off, ERT informed",Design Defect,Re-training scheduled,Investigating,0
INC-00391,BF001,Bag Filter,2023-03-30,02:51,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Silo Area,Safety Officer,A,1,None,Fire extinguisher deployed,Human Error,PPE compliance reinforced,Closed,0
INC-00392,PU001,Centrifugal Pump,2024-05-01,09:02,Near Miss,Safety,Low,Wrench fell from pump platform,Unit-2,Operator-1,C,3,None,"Area cordoned off, ERT informed",Design Defect,Re-training scheduled,Open,0
INC-00393,ENG001,Cummins Engine,2024-04-19,06:59,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-2,Safety Officer,B,0,None,Spill contained with absorbent,Equipment Aging,PPE compliance reinforced,Investigating,0
INC-00394,PU001,Centrifugal Pump,2023-09-06,10:17,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Unit-2,Operator-2,A,2,None,"Area cordoned off, ERT informed",Equipment Aging,Guarding installed,Investigating,0
INC-00395,VRM001,Vertical Roller Mill,2024-10-11,09:41,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-1,Operator-1,A,2,None,Spill contained with absorbent,Environmental Factor,Re-training scheduled,Investigating,0
INC-00396,AC001,Air Compressor,2023-02-14,20:51,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-2,Operator-1,C,2,Minor,"Production stopped, supervisor informed",Human Error,Procedure updated,Open,4
INC-00397,AC001,Air Compressor,2023-08-03,05:22,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Power House,Safety Officer,A,5,Minor,Fire extinguisher deployed,Equipment Aging,Sensor calibration done,Open,9
INC-00398,JC001,Jaw Crusher,2024-12-27,09:45,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Unit-1,Operator-2,A,3,Minor,"Area cordoned off, ERT informed",Design Defect,PPE compliance reinforced,Open,15
INC-00399,VRM001,Vertical Roller Mill,2024-12-23,08:07,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Silo Area,Maintenance Engineer,C,2,Minor,"Area cordoned off, ERT informed",Material Failure,Re-training scheduled,Open,9
INC-00400,AC001,Air Compressor,2024-07-25,22:17,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Unit-1,Operator-1,A,5,None,"Area cordoned off, ERT informed",Design Defect,Procedure updated,Investigating,0
INC-00401,RK001,Rotary Kiln,2023-01-03,16:15,Refractory Collapse,Mechanical,Critical,Refractory lining fell inside kiln,Unit-2,Shift Incharge,B,0,None,"Production stopped, supervisor informed",Environmental Factor,Procedure updated,Investigating,0
INC-00402,AC001,Air Compressor,2024-03-12,08:08,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Power House,Safety Officer,B,3,Minor,"Production stopped, supervisor informed",Design Defect,Re-training scheduled,Open,29
INC-00403,PU001,Centrifugal Pump,2024-05-18,18:05,Near Miss,Safety,Low,Wrench fell from pump platform,Unit-1,Shift Incharge,B,2,None,"Area cordoned off, ERT informed",Human Error,PPE compliance reinforced,Closed,0
INC-00404,VRM001,Vertical Roller Mill,2024-08-11,12:12,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Unit-2,Operator-1,A,1,Minor,"Equipment isolated, LOTO applied",Human Error,Frequency of inspection increased,Closed,20
INC-00405,BM001,Ball Mill,2023-05-17,07:33,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Power House,Operator-2,C,2,None,"Production stopped, supervisor informed",Inadequate Inspection,Frequency of inspection increased,Open,0
INC-00406,BM001,Ball Mill,2024-10-31,08:45,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-1,Shift Incharge,A,5,Minor,"Equipment isolated, LOTO applied",Human Error,Frequency of inspection increased,Open,22
INC-00407,JC001,Jaw Crusher,2023-10-15,23:29,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Silo Area,Operator-1,B,5,None,"Area cordoned off, ERT informed",Environmental Factor,Re-training scheduled,Closed,0
INC-00408,BM001,Ball Mill,2023-06-18,02:44,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Stockyard,Maintenance Engineer,C,0,None,Fire extinguisher deployed,Design Defect,Procedure updated,Open,0
INC-00409,JC001,Jaw Crusher,2023-11-17,14:45,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Stockyard,Operator-1,A,4,None,"First aid administered, ambulance called",Environmental Factor,Procedure updated,Closed,0
INC-00410,BM001,Ball Mill,2024-10-07,01:03,Worker Slip,Safety,Low,Worker slipped near lubrication point,Unit-1,Operator-2,A,0,None,Fire extinguisher deployed,Procedural Lapse,Guarding installed,Open,0
INC-00411,BC001,Belt Conveyor,2024-11-14,23:17,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Unit-1,Shift Incharge,A,1,None,"First aid administered, ambulance called",Human Error,PPE compliance reinforced,Closed,0
INC-00412,AC001,Air Compressor,2024-09-14,12:01,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-2,Operator-1,B,3,Minor,"Area cordoned off, ERT informed",Environmental Factor,Re-training scheduled,Open,26
INC-00413,VRM001,Vertical Roller Mill,2023-09-13,19:51,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Stockyard,Operator-2,A,3,None,Spill contained with absorbent,Material Failure,PPE compliance reinforced,Open,0
INC-00414,AC001,Air Compressor,2023-07-19,19:41,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Silo Area,Shift Incharge,A,2,Minor,"Equipment isolated, LOTO applied",Procedural Lapse,PPE compliance reinforced,Open,20
INC-00415,PU001,Centrifugal Pump,2023-07-04,16:05,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Stockyard,Operator-1,C,1,Major,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Closed,14
INC-00416,VRM001,Vertical Roller Mill,2023-08-27,01:27,Foreign Object,Process,Low,Metal piece detected in separator,Unit-2,Safety Officer,C,0,None,"First aid administered, ambulance called",Inadequate Inspection,PPE compliance reinforced,Investigating,0
INC-00417,BC001,Belt Conveyor,2023-06-14,22:37,Material Spillage,Environmental,Medium,Material spillage from skirt board,Unit-2,Operator-2,C,0,None,"Area cordoned off, ERT informed",Environmental Factor,PPE compliance reinforced,Investigating,0
INC-00418,PU001,Centrifugal Pump,2024-06-08,12:19,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Silo Area,Maintenance Engineer,A,2,None,Spill contained with absorbent,Material Failure,Frequency of inspection increased,Investigating,0
INC-00419,VRM001,Vertical Roller Mill,2024-02-17,23:14,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-1,Operator-1,A,4,None,Spill contained with absorbent,Material Failure,PPE compliance reinforced,Closed,0
INC-00420,BF001,Bag Filter,2024-11-30,01:27,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Unit-1,Safety Officer,A,3,Major,"Area cordoned off, ERT informed",Environmental Factor,PPE compliance reinforced,Investigating,12
INC-00421,ENG001,Cummins Engine,2023-03-25,07:07,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Silo Area,Shift Incharge,A,1,None,"Production stopped, supervisor informed",Inadequate Inspection,Procedure updated,Open,0
INC-00422,PU001,Centrifugal Pump,2023-06-04,01:05,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Silo Area,Safety Officer,A,1,None,Fire extinguisher deployed,Inadequate Inspection,Frequency of inspection increased,Open,0
INC-00423,RK001,Rotary Kiln,2023-10-12,09:19,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Silo Area,Operator-2,B,3,None,Spill contained with absorbent,Material Failure,Re-training scheduled,Investigating,0
INC-00424,BF001,Bag Filter,2023-03-14,22:58,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Maintenance Engineer,B,2,None,Spill contained with absorbent,Inadequate Inspection,Frequency of inspection increased,Open,0
INC-00425,AC001,Air Compressor,2024-05-10,05:02,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Stockyard,Safety Officer,B,1,None,Fire extinguisher deployed,Design Defect,PPE compliance reinforced,Open,0
INC-00426,VRM001,Vertical Roller Mill,2024-09-03,21:10,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Silo Area,Operator-2,A,1,Minor,Spill contained with absorbent,Material Failure,Guarding installed,Closed,19
INC-00427,RK001,Rotary Kiln,2023-06-25,18:21,Refractory Collapse,Mechanical,Critical,Refractory lining fell inside kiln,Unit-2,Maintenance Engineer,A,2,None,"Equipment isolated, LOTO applied",Equipment Aging,PPE compliance reinforced,Investigating,0
INC-00428,AC001,Air Compressor,2023-06-13,13:35,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Power House,Maintenance Engineer,C,2,None,"First aid administered, ambulance called",Inadequate Inspection,Guarding installed,Investigating,0
INC-00429,BF001,Bag Filter,2024-05-26,09:29,Bag House Fire,Fire,Critical,Sparks ignited dust in bag filter,Power House,Shift Incharge,C,2,None,Fire extinguisher deployed,Inadequate Inspection,Procedure updated,Open,0
INC-00430,BM001,Ball Mill,2023-08-16,15:58,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-2,Operator-1,B,1,None,"First aid administered, ambulance called",Inadequate Inspection,Guarding installed,Closed,0
INC-00431,BM001,Ball Mill,2024-09-06,06:29,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-2,Safety Officer,B,1,None,"First aid administered, ambulance called",Inadequate Inspection,Re-training scheduled,Closed,0
INC-00432,ENG001,Cummins Engine,2024-10-09,00:06,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Silo Area,Shift Incharge,A,3,Major,"First aid administered, ambulance called",Inadequate Inspection,Procedure updated,Open,16
INC-00433,VRM001,Vertical Roller Mill,2023-09-26,12:43,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Silo Area,Operator-2,B,3,None,Spill contained with absorbent,Material Failure,Sensor calibration done,Closed,0
INC-00434,JC001,Jaw Crusher,2023-05-21,16:05,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Unit-1,Safety Officer,C,2,None,"Equipment isolated, LOTO applied",Design Defect,Procedure updated,Open,0
INC-00435,PU001,Centrifugal Pump,2023-06-04,07:14,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Power House,Operator-2,A,3,None,Spill contained with absorbent,Design Defect,Frequency of inspection increased,Open,0
INC-00436,BF001,Bag Filter,2024-02-26,18:38,Confined Space Hazard,Safety,High,Worker entered without gas test,Unit-2,Safety Officer,B,2,Minor,"Production stopped, supervisor informed",Inadequate Inspection,Guarding installed,Open,12
INC-00437,PU001,Centrifugal Pump,2024-05-17,18:31,Near Miss,Safety,Low,Wrench fell from pump platform,Silo Area,Operator-2,B,5,None,Fire extinguisher deployed,Material Failure,Re-training scheduled,Open,0
INC-00438,ENG001,Cummins Engine,2024-08-11,23:54,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Unit-1,Operator-2,B,0,None,"First aid administered, ambulance called",Procedural Lapse,PPE compliance reinforced,Investigating,0
INC-00439,BF001,Bag Filter,2024-06-11,22:39,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Unit-1,Maintenance Engineer,B,5,Minor,"First aid administered, ambulance called",Equipment Aging,Guarding installed,Investigating,28
INC-00440,ENG001,Cummins Engine,2024-05-25,22:59,Exhaust Leak,Safety,Medium,CO detected near engine room,Power House,Safety Officer,B,1,None,Fire extinguisher deployed,Equipment Aging,Frequency of inspection increased,Open,0
INC-00441,ENG001,Cummins Engine,2023-09-28,16:38,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Power House,Shift Incharge,B,0,Minor,Spill contained with absorbent,Procedural Lapse,PPE compliance reinforced,Investigating,22
INC-00442,PU001,Centrifugal Pump,2024-05-06,03:56,Near Miss,Safety,Low,Wrench fell from pump platform,Silo Area,Shift Incharge,A,1,None,Fire extinguisher deployed,Human Error,Frequency of inspection increased,Closed,0
INC-00443,BF001,Bag Filter,2024-05-02,08:40,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Unit-1,Operator-1,A,0,Minor,"First aid administered, ambulance called",Inadequate Inspection,Re-training scheduled,Open,24
INC-00444,BE001,Bucket Elevator,2024-08-14,13:18,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Power House,Operator-2,B,5,None,Spill contained with absorbent,Inadequate Inspection,Procedure updated,Closed,0
INC-00445,VRM001,Vertical Roller Mill,2023-06-06,05:43,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Stockyard,Operator-1,A,0,None,"Production stopped, supervisor informed",Equipment Aging,Re-training scheduled,Investigating,0
INC-00446,PU001,Centrifugal Pump,2024-04-02,20:55,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-2,Operator-2,B,3,None,"Production stopped, supervisor informed",Human Error,Sensor calibration done,Investigating,0
INC-00447,VRM001,Vertical Roller Mill,2024-08-22,19:10,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Silo Area,Operator-2,A,4,Minor,"First aid administered, ambulance called",Procedural Lapse,Procedure updated,Closed,11
INC-00448,RK001,Rotary Kiln,2023-12-24,00:35,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Silo Area,Operator-2,C,1,None,"Equipment isolated, LOTO applied",Environmental Factor,Re-training scheduled,Closed,0
INC-00449,BF001,Bag Filter,2023-10-26,15:40,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Unit-2,Operator-1,C,3,None,Fire extinguisher deployed,Human Error,Frequency of inspection increased,Closed,0
INC-00450,BF001,Bag Filter,2024-10-30,01:33,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Silo Area,Operator-1,B,1,None,Fire extinguisher deployed,Inadequate Inspection,Guarding installed,Closed,0
INC-00451,JC001,Jaw Crusher,2023-05-06,21:54,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Unit-2,Operator-2,B,2,None,Spill contained with absorbent,Material Failure,Frequency of inspection increased,Open,0
INC-00452,RK001,Rotary Kiln,2023-05-11,01:08,Refractory Collapse,Mechanical,Critical,Refractory lining fell inside kiln,Stockyard,Maintenance Engineer,C,1,None,Fire extinguisher deployed,Material Failure,PPE compliance reinforced,Open,0
INC-00453,JC001,Jaw Crusher,2024-02-26,11:44,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Unit-1,Maintenance Engineer,A,5,Minor,"Production stopped, supervisor informed",Inadequate Inspection,Procedure updated,Investigating,2
INC-00454,BM001,Ball Mill,2024-09-18,11:03,Worker Slip,Safety,Low,Worker slipped near lubrication point,Silo Area,Safety Officer,B,2,None,Spill contained with absorbent,Human Error,PPE compliance reinforced,Investigating,0
INC-00455,ENG001,Cummins Engine,2023-11-17,14:15,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Unit-2,Operator-1,C,3,None,Spill contained with absorbent,Human Error,Procedure updated,Closed,0
INC-00456,BC001,Belt Conveyor,2024-09-13,23:28,Hand Injury,Safety,High,Worker finger caught in idler,Unit-2,Operator-1,C,0,None,"Equipment isolated, LOTO applied",Human Error,Guarding installed,Investigating,0
INC-00457,BE001,Bucket Elevator,2024-06-16,05:38,Dust Explosion Risk,Safety,High,Hot spot detected in casing,Stockyard,Operator-2,A,3,None,"Production stopped, supervisor informed",Environmental Factor,Sensor calibration done,Investigating,0
INC-00458,BC001,Belt Conveyor,2023-09-12,02:08,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Stockyard,Shift Incharge,C,0,None,"Production stopped, supervisor informed",Human Error,PPE compliance reinforced,Closed,0
INC-00459,ENG001,Cummins Engine,2024-11-18,08:17,Exhaust Leak,Safety,Medium,CO detected near engine room,Stockyard,Operator-1,C,1,None,"First aid administered, ambulance called",Material Failure,Frequency of inspection increased,Closed,0
INC-00460,BE001,Bucket Elevator,2024-03-25,21:30,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Unit-1,Safety Officer,B,3,None,Spill contained with absorbent,Design Defect,Frequency of inspection increased,Investigating,0
INC-00461,PU001,Centrifugal Pump,2023-11-25,00:23,Near Miss,Safety,Low,Wrench fell from pump platform,Unit-1,Operator-2,C,0,None,"Equipment isolated, LOTO applied",Environmental Factor,Sensor calibration done,Open,0
INC-00462,BC001,Belt Conveyor,2023-08-29,16:22,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Unit-2,Operator-2,C,4,None,Fire extinguisher deployed,Procedural Lapse,Sensor calibration done,Closed,0
INC-00463,BE001,Bucket Elevator,2023-09-01,03:06,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-1,Operator-1,C,2,None,"Production stopped, supervisor informed",Equipment Aging,Frequency of inspection increased,Closed,0
INC-00464,JC001,Jaw Crusher,2023-08-24,08:29,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Silo Area,Maintenance Engineer,C,4,None,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Investigating,0
INC-00465,VRM001,Vertical Roller Mill,2024-01-31,06:45,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Unit-1,Operator-2,B,4,None,"Area cordoned off, ERT informed",Human Error,Guarding installed,Open,0
INC-00466,ENG001,Cummins Engine,2024-03-03,19:45,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Unit-1,Shift Incharge,C,1,None,Spill contained with absorbent,Inadequate Inspection,Guarding installed,Investigating,0
INC-00467,ENG001,Cummins Engine,2024-06-11,09:01,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Power House,Maintenance Engineer,B,4,Minor,"Production stopped, supervisor informed",Material Failure,PPE compliance reinforced,Closed,17
INC-00468,BE001,Bucket Elevator,2024-11-19,06:20,Dust Explosion Risk,Safety,High,Hot spot detected in casing,Stockyard,Maintenance Engineer,A,0,None,"Area cordoned off, ERT informed",Design Defect,Sensor calibration done,Closed,0
INC-00469,PU001,Centrifugal Pump,2023-04-10,13:22,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Stockyard,Shift Incharge,A,1,None,"Production stopped, supervisor informed",Procedural Lapse,Frequency of inspection increased,Open,0
INC-00470,BE001,Bucket Elevator,2023-11-15,03:03,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Power House,Shift Incharge,B,1,None,Fire extinguisher deployed,Equipment Aging,Procedure updated,Closed,0
INC-00471,PU001,Centrifugal Pump,2023-04-10,13:35,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Power House,Operator-1,B,3,None,"First aid administered, ambulance called",Environmental Factor,PPE compliance reinforced,Investigating,0
INC-00472,AC001,Air Compressor,2024-05-18,20:45,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-1,Safety Officer,C,5,None,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Closed,0
INC-00473,RK001,Rotary Kiln,2024-04-16,13:34,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Unit-1,Safety Officer,B,5,None,"Area cordoned off, ERT informed",Equipment Aging,Re-training scheduled,Closed,0
INC-00474,ENG001,Cummins Engine,2023-10-10,19:28,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Power House,Operator-1,A,2,None,"First aid administered, ambulance called",Material Failure,Procedure updated,Investigating,0
INC-00475,ENG001,Cummins Engine,2023-04-18,09:16,Exhaust Leak,Safety,Medium,CO detected near engine room,Unit-1,Safety Officer,A,4,None,"Production stopped, supervisor informed",Procedural Lapse,Re-training scheduled,Investigating,0
INC-00476,JC001,Jaw Crusher,2024-05-29,03:06,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Silo Area,Operator-1,A,4,Minor,"First aid administered, ambulance called",Design Defect,Guarding installed,Closed,14
INC-00477,BF001,Bag Filter,2024-08-17,10:22,Bag House Fire,Fire,Critical,Sparks ignited dust in bag filter,Silo Area,Maintenance Engineer,A,2,Minor,"Equipment isolated, LOTO applied",Equipment Aging,PPE compliance reinforced,Open,10
INC-00478,AC001,Air Compressor,2023-05-20,01:00,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-2,Shift Incharge,A,0,None,Spill contained with absorbent,Procedural Lapse,Guarding installed,Closed,0
INC-00479,BE001,Bucket Elevator,2023-10-21,13:20,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Unit-2,Operator-2,C,4,None,"Area cordoned off, ERT informed",Human Error,Re-training scheduled,Open,0
INC-00480,PU001,Centrifugal Pump,2023-11-28,05:15,Near Miss,Safety,Low,Wrench fell from pump platform,Power House,Operator-2,B,4,None,"Area cordoned off, ERT informed",Environmental Factor,PPE compliance reinforced,Closed,0
