InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00378,BC001,Belt Conveyor,2024-05-10,Third-Party-Auditor,Weekly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 52.4 mm/s | Idler Condition: 71.3 mm/s | Belt Tension: 74.1 mm/s | Motor Amps: 15.8 A | Slip Detection: 25.0 mm/s,Conditional Pass,Minor deviation in Slip Detection,Schedule follow-up within 7 days,2025-05-10,Action Pending
INS-00379,AC001,Air Compressor,2023-05-20,Safety-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 39.8 bar | Oil Level: 36.7 mm/s | Air Temperature: 37.1 °C | Motor Amps: 76.9 A | Safety Valve: 77.3 mm/s,Fail,Critical deviation in Air Temperature,"Immediate maintenance required, equipment taken offline",2023-06-19,Action Pending
INS-00380,BC001,Belt Conveyor,2023-01-26,Safety-Team,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 26.4 mm/s | Idler Condition: 89.3 mm/s | Belt Tension: 80.4 mm/s | Motor Amps: 21.3 A | Slip Detection: 73.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-02-25,Completed
INS-00381,AC001,Air Compressor,2024-03-19,Safety-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 41.7 bar | Oil Level: 41.6 mm/s | Air Temperature: 70.5 °C | Motor Amps: 41.6 A | Safety Valve: 60.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-20,Completed
INS-00382,BF001,Bag Filter,2023-12-07,Production-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 11.7 bar | Compressor Pressure: 49.4 bar | Filter Condition: 85.4 mm/s | Fan Vibration: 36.6 mm/s | Dust Emission: 57.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-08,Completed
INS-00383,JC001,Jaw Crusher,2024-12-04,Maintenance-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 67.2 mm/s | Bearing Temp: 73.8 °C | Flywheel Alignment: 51.4 mm/s | Motor Amps: 47.9 A | Oil Level: 85.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-12-04,Completed
INS-00384,BM001,Ball Mill,2024-09-27,Maintenance-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 60.4 °C | Oil Pressure: 72.9 bar | Motor Current: 66.9 A | Shell Temperature: 49.5 °C | Lubrication Flow: 44.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-27,Completed
INS-00385,PU001,Centrifugal Pump,2023-09-03,Production-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 27.1 bar | Vibration: 38.8 mm/s | Seal Condition: 64.6 mm/s | Bearing Temp: 53.0 °C | Motor Amps: 53.8 A,Pass,All parameters within normal range,Continue routine monitoring,2023-09-10,Completed
INS-00386,BM001,Ball Mill,2023-10-07,Safety-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 73.7 °C | Oil Pressure: 58.1 bar | Motor Current: 26.7 A | Shell Temperature: 47.6 °C | Lubrication Flow: 21.0 mm/s,Fail,Critical deviation in Motor Current,"Immediate maintenance required, equipment taken offline",2023-10-08,Action Pending
INS-00387,ENG001,Cummins Engine,2024-08-14,Maintenance-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 79.6 bar | Coolant Temp: 31.8 °C | Battery Voltage: 17.9 mm/s | Exhaust Temp: 20.1 °C | RPM: 42.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-08-14,Completed
INS-00388,VRM001,Vertical Roller Mill,2024-04-27,Third-Party-Auditor,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 77.0 bar | Roller Gap: 38.3 mm/s | Gearbox Oil Level: 84.4 mm/s | Vibration: 41.1 mm/s | Mill DP: 23.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-28,Completed
INS-00389,AC001,Air Compressor,2023-08-09,Maintenance-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 61.6 bar | Oil Level: 44.9 mm/s | Air Temperature: 88.2 °C | Motor Amps: 64.8 A | Safety Valve: 67.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-08,Completed
INS-00390,JC001,Jaw Crusher,2023-11-10,QA-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 65.2 mm/s | Bearing Temp: 48.4 °C | Flywheel Alignment: 47.2 mm/s | Motor Amps: 58.2 A | Oil Level: 64.6 mm/s,Fail,Critical deviation in Jaw Plate Gap,"Immediate maintenance required, equipment taken offline",2024-11-09,Action Pending
INS-00391,JC001,Jaw Crusher,2023-11-28,Maintenance-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 76.4 mm/s | Bearing Temp: 20.7 °C | Flywheel Alignment: 32.1 mm/s | Motor Amps: 40.0 A | Oil Level: 54.9 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2024-11-27,Action Pending
INS-00392,JC001,Jaw Crusher,2024-12-22,Maintenance-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 23.7 mm/s | Bearing Temp: 61.1 °C | Flywheel Alignment: 85.2 mm/s | Motor Amps: 33.4 A | Oil Level: 49.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-23,Completed
INS-00393,BE001,Bucket Elevator,2023-09-13,Production-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 20.2 mm/s | Belt Slippage: 77.4 mm/s | Bearing Temp: 72.5 °C | Drive Current: 64.1 A | Take-up Position: 12.7 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2023-12-12,Action Pending
INS-00394,RK001,Rotary Kiln,2024-12-21,Maintenance-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 38.5 °C | Burning Zone Temp: 27.5 °C | Drive Torque: 41.5 mm/s | Tyre Migration: 45.0 mm/s | ID Fan Draft: 35.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-28,Completed
INS-00395,RK001,Rotary Kiln,2023-03-05,Production-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 38.4 °C | Burning Zone Temp: 52.8 °C | Drive Torque: 23.4 mm/s | Tyre Migration: 10.0 mm/s | ID Fan Draft: 27.1 mm/s,Fail,Critical deviation in ID Fan Draft,"Immediate maintenance required, equipment taken offline",2023-03-06,Action Pending
INS-00396,AC001,Air Compressor,2023-11-18,Safety-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 58.8 bar | Oil Level: 66.1 mm/s | Air Temperature: 63.0 °C | Motor Amps: 61.1 A | Safety Valve: 48.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-18,Completed
INS-00397,BC001,Belt Conveyor,2024-02-21,Production-Team,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 59.8 mm/s | Idler Condition: 20.4 mm/s | Belt Tension: 75.3 mm/s | Motor Amps: 12.7 A | Slip Detection: 42.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-02-20,Completed
INS-00398,VRM001,Vertical Roller Mill,2024-09-16,Maintenance-Team,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 15.8 bar | Roller Gap: 66.2 mm/s | Gearbox Oil Level: 65.2 mm/s | Vibration: 40.9 mm/s | Mill DP: 20.1 mm/s,Fail,Critical deviation in Roller Gap,"Immediate maintenance required, equipment taken offline",2024-09-17,Action Pending
INS-00399,BC001,Belt Conveyor,2023-01-03,Third-Party-Auditor,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 59.4 mm/s | Idler Condition: 79.3 mm/s | Belt Tension: 24.3 mm/s | Motor Amps: 83.8 A | Slip Detection: 19.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-02-02,Completed
INS-00400,ENG001,Cummins Engine,2024-05-27,Production-Team,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 87.2 bar | Coolant Temp: 57.7 °C | Battery Voltage: 69.8 mm/s | Exhaust Temp: 46.1 °C | RPM: 88.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-03,Completed
INS-00401,BM001,Ball Mill,2023-07-19,QA-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 21.1 °C | Oil Pressure: 73.7 bar | Motor Current: 46.2 A | Shell Temperature: 64.0 °C | Lubrication Flow: 33.1 mm/s,Conditional Pass,Minor deviation in Shell Temperature,Schedule follow-up within 7 days,2023-08-18,Action Pending
INS-00402,BM001,Ball Mill,2023-02-07,Third-Party-Auditor,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 77.5 °C | Oil Pressure: 37.7 bar | Motor Current: 71.2 A | Shell Temperature: 62.4 °C | Lubrication Flow: 46.3 mm/s,Conditional Pass,Minor deviation in Oil Pressure,Schedule follow-up within 7 days,2024-02-07,Action Pending
INS-00403,BC001,Belt Conveyor,2023-01-10,Third-Party-Auditor,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 37.2 mm/s | Idler Condition: 53.3 mm/s | Belt Tension: 82.7 mm/s | Motor Amps: 59.5 A | Slip Detection: 62.7 mm/s,Fail,Critical deviation in Motor Amps,"Immediate maintenance required, equipment taken offline",2023-04-10,Action Pending
INS-00404,JC001,Jaw Crusher,2023-07-11,Third-Party-Auditor,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 88.4 mm/s | Bearing Temp: 55.8 °C | Flywheel Alignment: 30.3 mm/s | Motor Amps: 76.4 A | Oil Level: 83.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-12,Completed
INS-00405,PU001,Centrifugal Pump,2024-09-03,QA-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 80.6 bar | Vibration: 60.1 mm/s | Seal Condition: 62.3 mm/s | Bearing Temp: 41.7 °C | Motor Amps: 57.6 A,Pass,All parameters within normal range,Continue routine monitoring,2025-09-03,Completed
INS-00406,BM001,Ball Mill,2024-06-09,QA-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 81.4 °C | Oil Pressure: 36.0 bar | Motor Current: 46.3 A | Shell Temperature: 86.4 °C | Lubrication Flow: 48.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-06-09,Completed
INS-00407,BM001,Ball Mill,2024-06-21,Production-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 66.1 °C | Oil Pressure: 73.7 bar | Motor Current: 44.0 A | Shell Temperature: 69.3 °C | Lubrication Flow: 70.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-09-19,Completed
INS-00408,ENG001,Cummins Engine,2024-03-02,Safety-Team,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 73.1 bar | Coolant Temp: 46.1 °C | Battery Voltage: 25.9 mm/s | Exhaust Temp: 73.4 °C | RPM: 12.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-31,Completed
INS-00409,JC001,Jaw Crusher,2024-08-20,Safety-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 55.1 mm/s | Bearing Temp: 80.5 °C | Flywheel Alignment: 18.1 mm/s | Motor Amps: 16.1 A | Oil Level: 30.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-21,Completed
INS-00410,BF001,Bag Filter,2023-12-01,Safety-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 10.1 bar | Compressor Pressure: 16.9 bar | Filter Condition: 50.5 mm/s | Fan Vibration: 57.0 mm/s | Dust Emission: 41.6 mm/s,Conditional Pass,Minor deviation in Fan Vibration,Schedule follow-up within 7 days,2024-11-30,Action Pending
INS-00411,JC001,Jaw Crusher,2024-12-15,Production-Team,Weekly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 85.9 mm/s | Bearing Temp: 83.6 °C | Flywheel Alignment: 66.1 mm/s | Motor Amps: 35.9 A | Oil Level: 81.1 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2025-03-15,Action Pending
INS-00412,BE001,Bucket Elevator,2023-10-20,Production-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 74.9 mm/s | Belt Slippage: 27.6 mm/s | Bearing Temp: 61.7 °C | Drive Current: 20.4 A | Take-up Position: 58.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-19,Completed
INS-00413,AC001,Air Compressor,2024-07-12,Production-Team,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 88.7 bar | Oil Level: 70.2 mm/s | Air Temperature: 36.0 °C | Motor Amps: 78.2 A | Safety Valve: 31.4 mm/s,Fail,Critical deviation in Oil Level,"Immediate maintenance required, equipment taken offline",2024-07-19,Action Pending
INS-00414,BM001,Ball Mill,2023-12-24,Production-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 32.2 °C | Oil Pressure: 52.8 bar | Motor Current: 84.5 A | Shell Temperature: 69.5 °C | Lubrication Flow: 35.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-23,Completed
INS-00415,AC001,Air Compressor,2023-08-01,Safety-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 55.9 bar | Oil Level: 25.6 mm/s | Air Temperature: 48.4 °C | Motor Amps: 61.0 A | Safety Valve: 46.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-30,Completed
INS-00416,VRM001,Vertical Roller Mill,2023-10-09,QA-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 86.9 bar | Roller Gap: 50.5 mm/s | Gearbox Oil Level: 89.2 mm/s | Vibration: 23.9 mm/s | Mill DP: 88.1 mm/s,Conditional Pass,Minor deviation in Vibration,Schedule follow-up within 7 days,2024-10-08,Action Pending
INS-00417,BE001,Bucket Elevator,2023-07-25,Safety-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 73.1 mm/s | Belt Slippage: 70.3 mm/s | Bearing Temp: 30.2 °C | Drive Current: 49.5 A | Take-up Position: 34.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-24,Completed
INS-00418,PU001,Centrifugal Pump,2024-06-06,Production-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 48.8 bar | Vibration: 38.0 mm/s | Seal Condition: 78.4 mm/s | Bearing Temp: 41.7 °C | Motor Amps: 72.7 A,Pass,All parameters within normal range,Continue routine monitoring,2025-06-06,Completed
INS-00419,ENG001,Cummins Engine,2023-11-11,Maintenance-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 23.7 bar | Coolant Temp: 88.2 °C | Battery Voltage: 64.5 mm/s | Exhaust Temp: 80.8 °C | RPM: 29.7 mm/s,Conditional Pass,Minor deviation in Coolant Temp,Schedule follow-up within 7 days,2023-11-18,Action Pending
INS-00420,ENG001,Cummins Engine,2023-09-09,QA-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 12.1 bar | Coolant Temp: 30.8 °C | Battery Voltage: 82.5 mm/s | Exhaust Temp: 66.2 °C | RPM: 82.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-09-16,Completed
INS-00421,BE001,Bucket Elevator,2023-03-28,Third-Party-Auditor,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 69.0 mm/s | Belt Slippage: 38.7 mm/s | Bearing Temp: 61.5 °C | Drive Current: 85.6 A | Take-up Position: 67.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-03-29,Completed
INS-00422,AC001,Air Compressor,2023-10-29,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 34.8 bar | Oil Level: 20.0 mm/s | Air Temperature: 60.7 °C | Motor Amps: 89.2 A | Safety Valve: 63.2 mm/s,Conditional Pass,Minor deviation in Air Temperature,Schedule follow-up within 7 days,2024-01-27,Action Pending
INS-00423,AC001,Air Compressor,2023-10-18,Maintenance-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 57.3 bar | Oil Level: 76.3 mm/s | Air Temperature: 55.3 °C | Motor Amps: 22.2 A | Safety Valve: 64.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-16,Completed
INS-00424,AC001,Air Compressor,2024-06-03,Safety-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 29.6 bar | Oil Level: 46.9 mm/s | Air Temperature: 39.5 °C | Motor Amps: 56.6 A | Safety Valve: 81.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-03,Completed
INS-00425,BF001,Bag Filter,2024-06-09,QA-Team,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 25.3 bar | Compressor Pressure: 32.7 bar | Filter Condition: 23.0 mm/s | Fan Vibration: 75.4 mm/s | Dust Emission: 32.3 mm/s,Conditional Pass,Minor deviation in Filter Condition,Schedule follow-up within 7 days,2024-06-16,Action Pending
INS-00426,JC001,Jaw Crusher,2024-12-25,Third-Party-Auditor,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 39.3 mm/s | Bearing Temp: 76.4 °C | Flywheel Alignment: 84.8 mm/s | Motor Amps: 44.9 A | Oil Level: 57.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-12-25,Completed
INS-00427,VRM001,Vertical Roller Mill,2024-03-22,QA-Team,Annual,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 22.0 bar | Roller Gap: 89.6 mm/s | Gearbox Oil Level: 50.9 mm/s | Vibration: 85.8 mm/s | Mill DP: 79.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-23,Completed
INS-00428,JC001,Jaw Crusher,2024-10-07,Maintenance-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 39.2 mm/s | Bearing Temp: 29.8 °C | Flywheel Alignment: 73.5 mm/s | Motor Amps: 79.3 A | Oil Level: 86.4 mm/s,Conditional Pass,Minor deviation in Jaw Plate Gap,Schedule follow-up within 7 days,2024-11-06,Action Pending
INS-00429,VRM001,Vertical Roller Mill,2023-04-13,QA-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 18.9 bar | Roller Gap: 29.7 mm/s | Gearbox Oil Level: 11.3 mm/s | Vibration: 77.4 mm/s | Mill DP: 61.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-12,Completed
INS-00430,BF001,Bag Filter,2023-07-21,Production-Team,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 75.5 bar | Compressor Pressure: 30.2 bar | Filter Condition: 30.4 mm/s | Fan Vibration: 25.0 mm/s | Dust Emission: 23.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-19,Completed
INS-00431,JC001,Jaw Crusher,2023-04-08,Safety-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 64.7 mm/s | Bearing Temp: 60.8 °C | Flywheel Alignment: 82.0 mm/s | Motor Amps: 53.0 A | Oil Level: 16.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-04-09,Completed
INS-00432,BM001,Ball Mill,2023-02-06,Maintenance-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 16.7 °C | Oil Pressure: 52.1 bar | Motor Current: 54.8 A | Shell Temperature: 20.8 °C | Lubrication Flow: 52.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-06,Completed
INS-00433,AC001,Air Compressor,2024-04-06,Production-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 43.9 bar | Oil Level: 23.5 mm/s | Air Temperature: 51.7 °C | Motor Amps: 53.7 A | Safety Valve: 40.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-06,Completed
INS-00434,VRM001,Vertical Roller Mill,2023-06-12,Maintenance-Team,Annual,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 52.8 bar | Roller Gap: 20.4 mm/s | Gearbox Oil Level: 83.3 mm/s | Vibration: 88.8 mm/s | Mill DP: 38.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-13,Completed
INS-00435,BM001,Ball Mill,2024-06-07,Maintenance-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 52.6 °C | Oil Pressure: 85.3 bar | Motor Current: 26.1 A | Shell Temperature: 52.7 °C | Lubrication Flow: 73.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-08,Completed
INS-00436,VRM001,Vertical Roller Mill,2024-03-12,Production-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 27.6 bar | Roller Gap: 40.7 mm/s | Gearbox Oil Level: 87.3 mm/s | Vibration: 73.7 mm/s | Mill DP: 24.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-19,Completed
INS-00437,PU001,Centrifugal Pump,2023-08-02,Maintenance-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 19.9 bar | Vibration: 85.0 mm/s | Seal Condition: 25.6 mm/s | Bearing Temp: 67.9 °C | Motor Amps: 24.0 A,Pass,All parameters within normal range,Continue routine monitoring,2024-08-01,Completed
INS-00438,RK001,Rotary Kiln,2023-02-08,Production-Team,Monthly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 18.5 °C | Burning Zone Temp: 69.2 °C | Drive Torque: 10.0 mm/s | Tyre Migration: 80.2 mm/s | ID Fan Draft: 53.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-03-10,Completed
INS-00439,BC001,Belt Conveyor,2023-10-30,QA-Team,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 54.1 mm/s | Idler Condition: 26.6 mm/s | Belt Tension: 57.7 mm/s | Motor Amps: 12.3 A | Slip Detection: 66.5 mm/s,Fail,Critical deviation in Belt Tension,"Immediate maintenance required, equipment taken offline",2023-11-06,Action Pending
INS-00440,JC001,Jaw Crusher,2024-07-02,Maintenance-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 28.4 mm/s | Bearing Temp: 61.0 °C | Flywheel Alignment: 15.9 mm/s | Motor Amps: 57.1 A | Oil Level: 16.6 mm/s,Fail,Critical deviation in Flywheel Alignment,"Immediate maintenance required, equipment taken offline",2024-09-30,Action Pending
INS-00441,AC001,Air Compressor,2024-03-31,Maintenance-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 83.0 bar | Oil Level: 46.9 mm/s | Air Temperature: 84.3 °C | Motor Amps: 79.6 A | Safety Valve: 46.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-07,Completed
INS-00442,ENG001,Cummins Engine,2023-01-02,QA-Team,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 76.8 bar | Coolant Temp: 85.2 °C | Battery Voltage: 26.4 mm/s | Exhaust Temp: 84.4 °C | RPM: 20.1 mm/s,Fail,Critical deviation in RPM,"Immediate maintenance required, equipment taken offline",2024-01-02,Action Pending
INS-00443,BF001,Bag Filter,2024-01-12,Third-Party-Auditor,Monthly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 41.9 bar | Compressor Pressure: 83.5 bar | Filter Condition: 82.9 mm/s | Fan Vibration: 54.4 mm/s | Dust Emission: 14.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-13,Completed
INS-00444,BE001,Bucket Elevator,2023-09-05,Production-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 39.3 mm/s | Belt Slippage: 25.7 mm/s | Bearing Temp: 51.7 °C | Drive Current: 67.5 A | Take-up Position: 23.0 mm/s,Conditional Pass,Minor deviation in Drive Current,Schedule follow-up within 7 days,2023-10-05,Action Pending
INS-00445,BE001,Bucket Elevator,2023-05-27,Maintenance-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 18.6 mm/s | Belt Slippage: 45.6 mm/s | Bearing Temp: 64.6 °C | Drive Current: 57.5 A | Take-up Position: 48.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-26,Completed
